Code Domaine,Domaine,Code Pays,Pays,Code Élément,Élément,Code Produit,Produit,Code Année,Année,Unité,Valeur,Symbole,Description du Symbole
"FBS","Bilans Alimentaires","10","Australie","511","Population totale","2501","Population","2012","2012","1000 personnes","23050","","Donnée officielle"
"FBS","Bilans Alimentaires","10","Australie","511","Population totale","2501","Population","2013","2013","1000 personnes","23343","","Donnée officielle"
"FBS","Bilans Alimentaires","11","Autriche","511","Population totale","2501","Population","2012","2012","1000 personnes","8464","","Donnée officielle"
"FBS","Bilans Alimentaires","11","Autriche","511","Population totale","2501","Population","2013","2013","1000 personnes","8495","","Donnée officielle"
"FBS","Bilans Alimentaires","52","Azerbaïdjan","511","Population totale","2501","Population","2012","2012","1000 personnes","9309","","Donnée officielle"
"FBS","Bilans Alimentaires","52","Azerbaïdjan","511","Population totale","2501","Population","2013","2013","1000 personnes","9413","","Donnée officielle"
"FBS","Bilans Alimentaires","12","Bahamas","511","Population totale","2501","Population","2012","2012","1000 personnes","372","","Donnée officielle"
"FBS","Bilans Alimentaires","12","Bahamas","511","Population totale","2501","Population","2013","2013","1000 personnes","377","","Donnée officielle"
"FBS","Bilans Alimentaires","16","Bangladesh","511","Population totale","2501","Population","2012","2012","1000 personnes","154695","","Donnée officielle"
"FBS","Bilans Alimentaires","16","Bangladesh","511","Population totale","2501","Population","2013","2013","1000 personnes","156595","","Donnée officielle"
"FBS","Bilans Alimentaires","14","Barbade","511","Population totale","2501","Population","2012","2012","1000 personnes","283","","Donnée officielle"
"FBS","Bilans Alimentaires","14","Barbade","511","Population totale","2501","Population","2013","2013","1000 personnes","285","","Donnée officielle"
"FBS","Bilans Alimentaires","57","Bélarus","511","Population totale","2501","Population","2012","2012","1000 personnes","9405","","Donnée officielle"
"FBS","Bilans Alimentaires","57","Bélarus","511","Population totale","2501","Population","2013","2013","1000 personnes","9357","","Donnée officielle"
"FBS","Bilans Alimentaires","255","Belgique","511","Population totale","2501","Population","2012","2012","1000 personnes","11060","","Donnée officielle"
"FBS","Bilans Alimentaires","255","Belgique","511","Population totale","2501","Population","2013","2013","1000 personnes","11104","","Donnée officielle"
"FBS","Bilans Alimentaires","23","Belize","511","Population totale","2501","Population","2012","2012","1000 personnes","324","","Donnée officielle"
"FBS","Bilans Alimentaires","23","Belize","511","Population totale","2501","Population","2013","2013","1000 personnes","332","","Donnée officielle"
"FBS","Bilans Alimentaires","53","Bénin","511","Population totale","2501","Population","2012","2012","1000 personnes","10051","","Donnée officielle"
"FBS","Bilans Alimentaires","53","Bénin","511","Population totale","2501","Population","2013","2013","1000 personnes","10323","","Donnée officielle"
"FBS","Bilans Alimentaires","17","Bermudes","511","Population totale","2501","Population","2012","2012","1000 personnes","65","","Donnée officielle"
"FBS","Bilans Alimentaires","17","Bermudes","511","Population totale","2501","Population","2013","2013","1000 personnes","65","","Donnée officielle"
"FBS","Bilans Alimentaires","19","Bolivie (État plurinational de)","511","Population totale","2501","Population","2012","2012","1000 personnes","10496","","Donnée officielle"
"FBS","Bilans Alimentaires","19","Bolivie (État plurinational de)","511","Population totale","2501","Population","2013","2013","1000 personnes","10671","","Donnée officielle"
"FBS","Bilans Alimentaires","80","Bosnie-Herzégovine","511","Population totale","2501","Population","2012","2012","1000 personnes","3834","","Donnée officielle"
"FBS","Bilans Alimentaires","80","Bosnie-Herzégovine","511","Population totale","2501","Population","2013","2013","1000 personnes","3829","","Donnée officielle"
"FBS","Bilans Alimentaires","20","Botswana","511","Population totale","2501","Population","2012","2012","1000 personnes","2004","","Donnée officielle"
"FBS","Bilans Alimentaires","20","Botswana","511","Population totale","2501","Population","2013","2013","1000 personnes","2021","","Donnée officielle"
"FBS","Bilans Alimentaires","21","Brésil","511","Population totale","2501","Population","2012","2012","1000 personnes","198656","","Donnée officielle"
"FBS","Bilans Alimentaires","21","Brésil","511","Population totale","2501","Population","2013","2013","1000 personnes","200362","","Donnée officielle"
"FBS","Bilans Alimentaires","26","Brunéi Darussalam","511","Population totale","2501","Population","2012","2012","1000 personnes","412","","Donnée officielle"
"FBS","Bilans Alimentaires","26","Brunéi Darussalam","511","Population totale","2501","Population","2013","2013","1000 personnes","418","","Donnée officielle"
"FBS","Bilans Alimentaires","27","Bulgarie","511","Population totale","2501","Population","2012","2012","1000 personnes","7278","","Donnée officielle"
"FBS","Bilans Alimentaires","27","Bulgarie","511","Population totale","2501","Population","2013","2013","1000 personnes","7223","","Donnée officielle"
"FBS","Bilans Alimentaires","233","Burkina Faso","511","Population totale","2501","Population","2012","2012","1000 personnes","16460","","Donnée officielle"
"FBS","Bilans Alimentaires","233","Burkina Faso","511","Population totale","2501","Population","2013","2013","1000 personnes","16935","","Donnée officielle"
"FBS","Bilans Alimentaires","35","Cabo Verde","511","Population totale","2501","Population","2012","2012","1000 personnes","494","","Donnée officielle"
"FBS","Bilans Alimentaires","35","Cabo Verde","511","Population totale","2501","Population","2013","2013","1000 personnes","499","","Donnée officielle"
"FBS","Bilans Alimentaires","115","Cambodge","511","Population totale","2501","Population","2012","2012","1000 personnes","14865","","Donnée officielle"
"FBS","Bilans Alimentaires","115","Cambodge","511","Population totale","2501","Population","2013","2013","1000 personnes","15135","","Donnée officielle"
"FBS","Bilans Alimentaires","32","Cameroun","511","Population totale","2501","Population","2012","2012","1000 personnes","21700","","Donnée officielle"
"FBS","Bilans Alimentaires","32","Cameroun","511","Population totale","2501","Population","2013","2013","1000 personnes","22254","","Donnée officielle"
"FBS","Bilans Alimentaires","33","Canada","511","Population totale","2501","Population","2012","2012","1000 personnes","34838","","Donnée officielle"
"FBS","Bilans Alimentaires","33","Canada","511","Population totale","2501","Population","2013","2013","1000 personnes","35182","","Donnée officielle"
"FBS","Bilans Alimentaires","40","Chili","511","Population totale","2501","Population","2012","2012","1000 personnes","17465","","Donnée officielle"
"FBS","Bilans Alimentaires","40","Chili","511","Population totale","2501","Population","2013","2013","1000 personnes","17620","","Donnée officielle"
"FBS","Bilans Alimentaires","96","Chine - RAS de Hong-Kong","511","Population totale","2501","Population","2012","2012","1000 personnes","7148","","Donnée officielle"
"FBS","Bilans Alimentaires","96","Chine - RAS de Hong-Kong","511","Population totale","2501","Population","2013","2013","1000 personnes","7204","","Donnée officielle"
"FBS","Bilans Alimentaires","128","Chine - RAS de Macao","511","Population totale","2501","Population","2012","2012","1000 personnes","557","","Donnée officielle"
"FBS","Bilans Alimentaires","128","Chine - RAS de Macao","511","Population totale","2501","Population","2013","2013","1000 personnes","566","","Donnée officielle"
"FBS","Bilans Alimentaires","41","Chine, continentale","511","Population totale","2501","Population","2012","2012","1000 personnes","1377065","","Donnée officielle"
"FBS","Bilans Alimentaires","41","Chine, continentale","511","Population totale","2501","Population","2013","2013","1000 personnes","1385567","","Donnée officielle"
"FBS","Bilans Alimentaires","214","Chine, Taiwan Province de","511","Population totale","2501","Population","2012","2012","1000 personnes","23272","","Donnée officielle"
"FBS","Bilans Alimentaires","214","Chine, Taiwan Province de","511","Population totale","2501","Population","2013","2013","1000 personnes","23330","","Donnée officielle"
"FBS","Bilans Alimentaires","50","Chypre","511","Population totale","2501","Population","2012","2012","1000 personnes","1129","","Donnée officielle"
"FBS","Bilans Alimentaires","50","Chypre","511","Population totale","2501","Population","2013","2013","1000 personnes","1141","","Donnée officielle"
"FBS","Bilans Alimentaires","44","Colombie","511","Population totale","2501","Population","2012","2012","1000 personnes","47704","","Donnée officielle"
"FBS","Bilans Alimentaires","44","Colombie","511","Population totale","2501","Population","2013","2013","1000 personnes","48321","","Donnée officielle"
"FBS","Bilans Alimentaires","46","Congo","511","Population totale","2501","Population","2012","2012","1000 personnes","4337","","Donnée officielle"
"FBS","Bilans Alimentaires","46","Congo","511","Population totale","2501","Population","2013","2013","1000 personnes","4448","","Donnée officielle"
"FBS","Bilans Alimentaires","48","Costa Rica","511","Population totale","2501","Population","2012","2012","1000 personnes","4805","","Donnée officielle"
"FBS","Bilans Alimentaires","48","Costa Rica","511","Population totale","2501","Population","2013","2013","1000 personnes","4872","","Donnée officielle"
"FBS","Bilans Alimentaires","107","Côte d'Ivoire","511","Population totale","2501","Population","2012","2012","1000 personnes","19840","","Donnée officielle"
"FBS","Bilans Alimentaires","107","Côte d'Ivoire","511","Population totale","2501","Population","2013","2013","1000 personnes","20316","","Donnée officielle"
"FBS","Bilans Alimentaires","98","Croatie","511","Population totale","2501","Population","2012","2012","1000 personnes","4307","","Donnée officielle"
"FBS","Bilans Alimentaires","98","Croatie","511","Population totale","2501","Population","2013","2013","1000 personnes","4290","","Donnée officielle"
"FBS","Bilans Alimentaires","49","Cuba","511","Population totale","2501","Population","2012","2012","1000 personnes","11271","","Donnée officielle"
"FBS","Bilans Alimentaires","49","Cuba","511","Population totale","2501","Population","2013","2013","1000 personnes","11266","","Donnée officielle"
"FBS","Bilans Alimentaires","54","Danemark","511","Population totale","2501","Population","2012","2012","1000 personnes","5598","","Donnée officielle"
"FBS","Bilans Alimentaires","54","Danemark","511","Population totale","2501","Population","2013","2013","1000 personnes","5619","","Donnée officielle"
"FBS","Bilans Alimentaires","72","Djibouti","511","Population totale","2501","Population","2012","2012","1000 personnes","860","","Donnée officielle"
"FBS","Bilans Alimentaires","72","Djibouti","511","Population totale","2501","Population","2013","2013","1000 personnes","873","","Donnée officielle"
"FBS","Bilans Alimentaires","55","Dominique","511","Population totale","2501","Population","2012","2012","1000 personnes","72","","Donnée officielle"
"FBS","Bilans Alimentaires","55","Dominique","511","Population totale","2501","Population","2013","2013","1000 personnes","72","","Donnée officielle"
"FBS","Bilans Alimentaires","59","Égypte","511","Population totale","2501","Population","2012","2012","1000 personnes","80722","","Donnée officielle"
"FBS","Bilans Alimentaires","59","Égypte","511","Population totale","2501","Population","2013","2013","1000 personnes","82056","","Donnée officielle"
"FBS","Bilans Alimentaires","60","El Salvador","511","Population totale","2501","Population","2012","2012","1000 personnes","6297","","Donnée officielle"
"FBS","Bilans Alimentaires","60","El Salvador","511","Population totale","2501","Population","2013","2013","1000 personnes","6340","","Donnée officielle"
"FBS","Bilans Alimentaires","225","Émirats arabes unis","511","Population totale","2501","Population","2012","2012","1000 personnes","9206","","Donnée officielle"
"FBS","Bilans Alimentaires","225","Émirats arabes unis","511","Population totale","2501","Population","2013","2013","1000 personnes","9346","","Donnée officielle"
"FBS","Bilans Alimentaires","58","Équateur","511","Population totale","2501","Population","2012","2012","1000 personnes","15492","","Donnée officielle"
"FBS","Bilans Alimentaires","58","Équateur","511","Population totale","2501","Population","2013","2013","1000 personnes","15738","","Donnée officielle"
"FBS","Bilans Alimentaires","203","Espagne","511","Population totale","2501","Population","2012","2012","1000 personnes","46755","","Donnée officielle"
"FBS","Bilans Alimentaires","203","Espagne","511","Population totale","2501","Population","2013","2013","1000 personnes","46927","","Donnée officielle"
"FBS","Bilans Alimentaires","63","Estonie","511","Population totale","2501","Population","2012","2012","1000 personnes","1291","","Donnée officielle"
"FBS","Bilans Alimentaires","63","Estonie","511","Population totale","2501","Population","2013","2013","1000 personnes","1287","","Donnée officielle"
"FBS","Bilans Alimentaires","231","États-Unis d'Amérique","511","Population totale","2501","Population","2012","2012","1000 personnes","317505","","Donnée officielle"
"FBS","Bilans Alimentaires","231","États-Unis d'Amérique","511","Population totale","2501","Population","2013","2013","1000 personnes","320051","","Donnée officielle"
"FBS","Bilans Alimentaires","238","Éthiopie","511","Population totale","2501","Population","2012","2012","1000 personnes","91729","","Donnée officielle"
"FBS","Bilans Alimentaires","238","Éthiopie","511","Population totale","2501","Population","2013","2013","1000 personnes","94101","","Donnée officielle"
"FBS","Bilans Alimentaires","185","Fédération de Russie","511","Population totale","2501","Population","2012","2012","1000 personnes","143170","","Donnée officielle"
"FBS","Bilans Alimentaires","185","Fédération de Russie","511","Population totale","2501","Population","2013","2013","1000 personnes","142834","","Donnée officielle"
"FBS","Bilans Alimentaires","66","Fidji","511","Population totale","2501","Population","2012","2012","1000 personnes","875","","Donnée officielle"
"FBS","Bilans Alimentaires","66","Fidji","511","Population totale","2501","Population","2013","2013","1000 personnes","881","","Donnée officielle"
"FBS","Bilans Alimentaires","67","Finlande","511","Population totale","2501","Population","2012","2012","1000 personnes","5408","","Donnée officielle"
"FBS","Bilans Alimentaires","67","Finlande","511","Population totale","2501","Population","2013","2013","1000 personnes","5426","","Donnée officielle"
"FBS","Bilans Alimentaires","68","France","511","Population totale","2501","Population","2012","2012","1000 personnes","63937","","Donnée officielle"
"FBS","Bilans Alimentaires","68","France","511","Population totale","2501","Population","2013","2013","1000 personnes","64291","","Donnée officielle"
"FBS","Bilans Alimentaires","74","Gabon","511","Population totale","2501","Population","2012","2012","1000 personnes","1633","","Donnée officielle"
"FBS","Bilans Alimentaires","74","Gabon","511","Population totale","2501","Population","2013","2013","1000 personnes","1672","","Donnée officielle"
"FBS","Bilans Alimentaires","75","Gambie","511","Population totale","2501","Population","2012","2012","1000 personnes","1791","","Donnée officielle"
"FBS","Bilans Alimentaires","75","Gambie","511","Population totale","2501","Population","2013","2013","1000 personnes","1849","","Donnée officielle"
"FBS","Bilans Alimentaires","73","Géorgie","511","Population totale","2501","Population","2012","2012","1000 personnes","4358","","Donnée officielle"
"FBS","Bilans Alimentaires","73","Géorgie","511","Population totale","2501","Population","2013","2013","1000 personnes","4341","","Donnée officielle"
"FBS","Bilans Alimentaires","81","Ghana","511","Population totale","2501","Population","2012","2012","1000 personnes","25366","","Donnée officielle"
"FBS","Bilans Alimentaires","81","Ghana","511","Population totale","2501","Population","2013","2013","1000 personnes","25905","","Donnée officielle"
"FBS","Bilans Alimentaires","84","Grèce","511","Population totale","2501","Population","2012","2012","1000 personnes","11125","","Donnée officielle"
"FBS","Bilans Alimentaires","84","Grèce","511","Population totale","2501","Population","2013","2013","1000 personnes","11128","","Donnée officielle"
"FBS","Bilans Alimentaires","86","Grenade","511","Population totale","2501","Population","2012","2012","1000 personnes","105","","Donnée officielle"
"FBS","Bilans Alimentaires","86","Grenade","511","Population totale","2501","Population","2013","2013","1000 personnes","106","","Donnée officielle"
"FBS","Bilans Alimentaires","89","Guatemala","511","Population totale","2501","Population","2012","2012","1000 personnes","15083","","Donnée officielle"
"FBS","Bilans Alimentaires","89","Guatemala","511","Population totale","2501","Population","2013","2013","1000 personnes","15468","","Donnée officielle"
"FBS","Bilans Alimentaires","90","Guinée","511","Population totale","2501","Population","2012","2012","1000 personnes","11451","","Donnée officielle"
"FBS","Bilans Alimentaires","90","Guinée","511","Population totale","2501","Population","2013","2013","1000 personnes","11745","","Donnée officielle"
"FBS","Bilans Alimentaires","175","Guinée-Bissau","511","Population totale","2501","Population","2012","2012","1000 personnes","1664","","Donnée officielle"
"FBS","Bilans Alimentaires","175","Guinée-Bissau","511","Population totale","2501","Population","2013","2013","1000 personnes","1704","","Donnée officielle"
"FBS","Bilans Alimentaires","91","Guyana","511","Population totale","2501","Population","2012","2012","1000 personnes","795","","Donnée officielle"
"FBS","Bilans Alimentaires","91","Guyana","511","Population totale","2501","Population","2013","2013","1000 personnes","800","","Donnée officielle"
"FBS","Bilans Alimentaires","93","Haïti","511","Population totale","2501","Population","2012","2012","1000 personnes","10174","","Donnée officielle"
"FBS","Bilans Alimentaires","93","Haïti","511","Population totale","2501","Population","2013","2013","1000 personnes","10317","","Donnée officielle"
"FBS","Bilans Alimentaires","95","Honduras","511","Population totale","2501","Population","2012","2012","1000 personnes","7936","","Donnée officielle"
"FBS","Bilans Alimentaires","95","Honduras","511","Population totale","2501","Population","2013","2013","1000 personnes","8096","","Donnée officielle"
"FBS","Bilans Alimentaires","97","Hongrie","511","Population totale","2501","Population","2012","2012","1000 personnes","9976","","Donnée officielle"
"FBS","Bilans Alimentaires","97","Hongrie","511","Population totale","2501","Population","2013","2013","1000 personnes","9955","","Donnée officielle"
"FBS","Bilans Alimentaires","25","Îles Salomon","511","Population totale","2501","Population","2012","2012","1000 personnes","550","","Donnée officielle"
"FBS","Bilans Alimentaires","25","Îles Salomon","511","Population totale","2501","Population","2013","2013","1000 personnes","561","","Donnée officielle"
"FBS","Bilans Alimentaires","100","Inde","511","Population totale","2501","Population","2012","2012","1000 personnes","1236687","","Donnée officielle"
"FBS","Bilans Alimentaires","100","Inde","511","Population totale","2501","Population","2013","2013","1000 personnes","1252140","","Donnée officielle"
"FBS","Bilans Alimentaires","101","Indonésie","511","Population totale","2501","Population","2012","2012","1000 personnes","246864","","Donnée officielle"
"FBS","Bilans Alimentaires","101","Indonésie","511","Population totale","2501","Population","2013","2013","1000 personnes","249866","","Donnée officielle"
"FBS","Bilans Alimentaires","102","Iran (République islamique d')","511","Population totale","2501","Population","2012","2012","1000 personnes","76424","","Donnée officielle"
"FBS","Bilans Alimentaires","102","Iran (République islamique d')","511","Population totale","2501","Population","2013","2013","1000 personnes","77447","","Donnée officielle"
"FBS","Bilans Alimentaires","103","Iraq","511","Population totale","2501","Population","2012","2012","1000 personnes","32778","","Donnée officielle"
"FBS","Bilans Alimentaires","103","Iraq","511","Population totale","2501","Population","2013","2013","1000 personnes","33765","","Donnée officielle"
"FBS","Bilans Alimentaires","104","Irlande","511","Population totale","2501","Population","2012","2012","1000 personnes","4576","","Donnée officielle"
"FBS","Bilans Alimentaires","104","Irlande","511","Population totale","2501","Population","2013","2013","1000 personnes","4627","","Donnée officielle"
"FBS","Bilans Alimentaires","99","Islande","511","Population totale","2501","Population","2012","2012","1000 personnes","326","","Donnée officielle"
"FBS","Bilans Alimentaires","99","Islande","511","Population totale","2501","Population","2013","2013","1000 personnes","330","","Donnée officielle"
"FBS","Bilans Alimentaires","105","Israël","511","Population totale","2501","Population","2012","2012","1000 personnes","7644","","Donnée officielle"
"FBS","Bilans Alimentaires","105","Israël","511","Population totale","2501","Population","2013","2013","1000 personnes","7733","","Donnée officielle"
"FBS","Bilans Alimentaires","106","Italie","511","Population totale","2501","Population","2012","2012","1000 personnes","60885","","Donnée officielle"
"FBS","Bilans Alimentaires","106","Italie","511","Population totale","2501","Population","2013","2013","1000 personnes","60990","","Donnée officielle"
"FBS","Bilans Alimentaires","109","Jamaïque","511","Population totale","2501","Population","2012","2012","1000 personnes","2769","","Donnée officielle"
"FBS","Bilans Alimentaires","109","Jamaïque","511","Population totale","2501","Population","2013","2013","1000 personnes","2784","","Donnée officielle"
"FBS","Bilans Alimentaires","110","Japon","511","Population totale","2501","Population","2012","2012","1000 personnes","127250","","Donnée officielle"
"FBS","Bilans Alimentaires","110","Japon","511","Population totale","2501","Population","2013","2013","1000 personnes","127144","","Donnée officielle"
"FBS","Bilans Alimentaires","112","Jordanie","511","Population totale","2501","Population","2012","2012","1000 personnes","7009","","Donnée officielle"
"FBS","Bilans Alimentaires","112","Jordanie","511","Population totale","2501","Population","2013","2013","1000 personnes","7274","","Donnée officielle"
"FBS","Bilans Alimentaires","108","Kazakhstan","511","Population totale","2501","Population","2012","2012","1000 personnes","16271","","Donnée officielle"
"FBS","Bilans Alimentaires","108","Kazakhstan","511","Population totale","2501","Population","2013","2013","1000 personnes","16441","","Donnée officielle"
"FBS","Bilans Alimentaires","114","Kenya","511","Population totale","2501","Population","2012","2012","1000 personnes","43178","","Donnée officielle"
"FBS","Bilans Alimentaires","114","Kenya","511","Population totale","2501","Population","2013","2013","1000 personnes","44354","","Donnée officielle"
"FBS","Bilans Alimentaires","113","Kirghizistan","511","Population totale","2501","Population","2012","2012","1000 personnes","5474","","Donnée officielle"
"FBS","Bilans Alimentaires","113","Kirghizistan","511","Population totale","2501","Population","2013","2013","1000 personnes","5548","","Donnée officielle"
"FBS","Bilans Alimentaires","83","Kiribati","511","Population totale","2501","Population","2012","2012","1000 personnes","101","","Donnée officielle"
"FBS","Bilans Alimentaires","83","Kiribati","511","Population totale","2501","Population","2013","2013","1000 personnes","102","","Donnée officielle"
"FBS","Bilans Alimentaires","118","Koweït","511","Population totale","2501","Population","2012","2012","1000 personnes","3250","","Donnée officielle"
"FBS","Bilans Alimentaires","118","Koweït","511","Population totale","2501","Population","2013","2013","1000 personnes","3369","","Donnée officielle"
"FBS","Bilans Alimentaires","122","Lesotho","511","Population totale","2501","Population","2012","2012","1000 personnes","2052","","Donnée officielle"
"FBS","Bilans Alimentaires","122","Lesotho","511","Population totale","2501","Population","2013","2013","1000 personnes","2074","","Donnée officielle"
"FBS","Bilans Alimentaires","119","Lettonie","511","Population totale","2501","Population","2012","2012","1000 personnes","2060","","Donnée officielle"
"FBS","Bilans Alimentaires","119","Lettonie","511","Population totale","2501","Population","2013","2013","1000 personnes","2050","","Donnée officielle"
"FBS","Bilans Alimentaires","154","l'ex-République yougoslave de Macédoine","511","Population totale","2501","Population","2012","2012","1000 personnes","2106","","Donnée officielle"
"FBS","Bilans Alimentaires","154","l'ex-République yougoslave de Macédoine","511","Population totale","2501","Population","2013","2013","1000 personnes","2107","","Donnée officielle"
"FBS","Bilans Alimentaires","121","Liban","511","Population totale","2501","Population","2012","2012","1000 personnes","4647","","Donnée officielle"
"FBS","Bilans Alimentaires","121","Liban","511","Population totale","2501","Population","2013","2013","1000 personnes","4822","","Donnée officielle"
"FBS","Bilans Alimentaires","123","Libéria","511","Population totale","2501","Population","2012","2012","1000 personnes","4190","","Donnée officielle"
"FBS","Bilans Alimentaires","123","Libéria","511","Population totale","2501","Population","2013","2013","1000 personnes","4294","","Donnée officielle"
"FBS","Bilans Alimentaires","126","Lituanie","511","Population totale","2501","Population","2012","2012","1000 personnes","3028","","Donnée officielle"
"FBS","Bilans Alimentaires","126","Lituanie","511","Population totale","2501","Population","2013","2013","1000 personnes","3017","","Donnée officielle"
"FBS","Bilans Alimentaires","256","Luxembourg","511","Population totale","2501","Population","2012","2012","1000 personnes","524","","Donnée officielle"
"FBS","Bilans Alimentaires","256","Luxembourg","511","Population totale","2501","Population","2013","2013","1000 personnes","530","","Donnée officielle"
"FBS","Bilans Alimentaires","129","Madagascar","511","Population totale","2501","Population","2012","2012","1000 personnes","22294","","Donnée officielle"
"FBS","Bilans Alimentaires","129","Madagascar","511","Population totale","2501","Population","2013","2013","1000 personnes","22925","","Donnée officielle"
"FBS","Bilans Alimentaires","131","Malaisie","511","Population totale","2501","Population","2012","2012","1000 personnes","29240","","Donnée officielle"
"FBS","Bilans Alimentaires","131","Malaisie","511","Population totale","2501","Population","2013","2013","1000 personnes","29717","","Donnée officielle"
"FBS","Bilans Alimentaires","130","Malawi","511","Population totale","2501","Population","2012","2012","1000 personnes","15906","","Donnée officielle"
"FBS","Bilans Alimentaires","130","Malawi","511","Population totale","2501","Population","2013","2013","1000 personnes","16363","","Donnée officielle"
"FBS","Bilans Alimentaires","132","Maldives","511","Population totale","2501","Population","2012","2012","1000 personnes","338","","Donnée officielle"
"FBS","Bilans Alimentaires","132","Maldives","511","Population totale","2501","Population","2013","2013","1000 personnes","345","","Donnée officielle"
"FBS","Bilans Alimentaires","133","Mali","511","Population totale","2501","Population","2012","2012","1000 personnes","14854","","Donnée officielle"
"FBS","Bilans Alimentaires","133","Mali","511","Population totale","2501","Population","2013","2013","1000 personnes","15302","","Donnée officielle"
"FBS","Bilans Alimentaires","134","Malte","511","Population totale","2501","Population","2012","2012","1000 personnes","428","","Donnée officielle"
"FBS","Bilans Alimentaires","134","Malte","511","Population totale","2501","Population","2013","2013","1000 personnes","429","","Donnée officielle"
"FBS","Bilans Alimentaires","143","Maroc","511","Population totale","2501","Population","2012","2012","1000 personnes","32521","","Donnée officielle"
"FBS","Bilans Alimentaires","143","Maroc","511","Population totale","2501","Population","2013","2013","1000 personnes","33008","","Donnée officielle"
"FBS","Bilans Alimentaires","137","Maurice","511","Population totale","2501","Population","2012","2012","1000 personnes","1240","","Donnée officielle"
"FBS","Bilans Alimentaires","137","Maurice","511","Population totale","2501","Population","2013","2013","1000 personnes","1244","","Donnée officielle"
"FBS","Bilans Alimentaires","136","Mauritanie","511","Population totale","2501","Population","2012","2012","1000 personnes","3796","","Donnée officielle"
"FBS","Bilans Alimentaires","136","Mauritanie","511","Population totale","2501","Population","2013","2013","1000 personnes","3890","","Donnée officielle"
"FBS","Bilans Alimentaires","138","Mexique","511","Population totale","2501","Population","2012","2012","1000 personnes","120847","","Donnée officielle"
"FBS","Bilans Alimentaires","138","Mexique","511","Population totale","2501","Population","2013","2013","1000 personnes","122332","","Donnée officielle"
"FBS","Bilans Alimentaires","141","Mongolie","511","Population totale","2501","Population","2012","2012","1000 personnes","2796","","Donnée officielle"
"FBS","Bilans Alimentaires","141","Mongolie","511","Population totale","2501","Population","2013","2013","1000 personnes","2839","","Donnée officielle"
"FBS","Bilans Alimentaires","273","Monténégro","511","Population totale","2501","Population","2012","2012","1000 personnes","621","","Donnée officielle"
"FBS","Bilans Alimentaires","273","Monténégro","511","Population totale","2501","Population","2013","2013","1000 personnes","621","","Donnée officielle"
"FBS","Bilans Alimentaires","144","Mozambique","511","Population totale","2501","Population","2012","2012","1000 personnes","25203","","Donnée officielle"
"FBS","Bilans Alimentaires","144","Mozambique","511","Population totale","2501","Population","2013","2013","1000 personnes","25834","","Donnée officielle"
"FBS","Bilans Alimentaires","28","Myanmar","511","Population totale","2501","Population","2012","2012","1000 personnes","52797","","Donnée officielle"
